a e inc Omega argPeri meanAnomaly H j type inner outer epoch objId g sed_filename
43.898 0.13699999999999998 5.718 227.24200000000002 87.18799999999999 22.862 8.07 38.53 resonant 7 4 53157.0 2726 0.15 TNO.dat
43.036 0.03 3.866 207.963 163.048 23.372 7.61 41.86 classical m s 53157.0 2727 0.15 TNO.dat
43.718 0.187 25.94 34.571999999999996 27.695999999999998 111.26100000000001 8.14 47.87 classical m h 53157.0 2728 0.15 TNO.dat
39.351 0.28600000000000003 16.855999999999998 286.778 79.559 358.089 8.14 28.11 resonant 3 2 53157.0 2729 0.15 TNO.dat
41.153 0.11800000000000001 28.373 83.75399999999999 156.57399999999998 115.412 8.12 43.67 classical m h 53157.0 2730 0.15 TNO.dat
43.927 0.075 12.264000000000001 7.5089999999999995 300.10200000000003 143.29399999999998 8.37 46.65 classical m h 53157.0 2731 0.15 TNO.dat
43.601000000000006 0.066 11.447000000000001 198.042 100.65700000000001 190.68 8.48 46.46 resonant 7 4 53157.0 2732 0.15 TNO.dat
44.503 0.036000000000000004 1.5119999999999998 152.891 289.036 130.351 8.42 45.58 classical m s 53157.0 2733 0.15 TNO.dat
39.325 0.24600000000000002 20.831999999999997 205.829 129.089 68.49 8.42 38.06 resonant 3 2 53157.0 2734 0.15 TNO.dat
77.39 0.53 9.862 24.522 351.224 12.044 8.27 40.14 classical o 0 53157.0 2735 0.15 TNO.dat
113.52799999999999 0.682 16.245 199.41400000000002 9.937000000000001 258.817 8.0 164.14 classical o 0 53157.0 2736 0.15 TNO.dat
39.512 0.23399999999999999 16.547 92.508 316.047 26.726999999999997 7.64 31.86 resonant 3 2 53157.0 2737 0.15 TNO.dat
46.647 0.168 11.679 338.767 221.82299999999998 318.37 7.46 41.49 classical m h 53157.0 2738 0.15 TNO.dat
42.948 0.121 24.083000000000002 111.50200000000001 203.44099999999997 221.983 7.88 47.07 classical m h 53157.0 2739 0.15 TNO.dat
66.275 0.42 8.655 233.896 318.28 232.34400000000002 8.44 88.31 classical o 0 53157.0 2740 0.15 TNO.dat
44.968 0.153 34.648 102.38600000000001 136.274 12.575999999999999 7.48 38.32 classical m h 53157.0 2741 0.15 TNO.dat
160.357 0.7659999999999999 19.797 85.789 138.428 265.733 8.29 237.02 classical o 0 53157.0 2742 0.15 TNO.dat
46.161 0.248 21.048000000000002 199.15 187.078 143.485 8.38 56.12 classical m h 53157.0 2743 0.15 TNO.dat
42.567 0.121 22.289 162.725 158.9 337.75800000000004 8.07 37.89 classical m h 53157.0 2744 0.15 TNO.dat
42.596000000000004 0.183 30.230999999999998 236.018 341.535 145.477 7.69 49.39 classical m h 53157.0 2745 0.15 TNO.dat
209.61900000000003 0.821 24.093000000000004 68.31 280.371 168.40200000000002 7.99 380.66 classical o 0 53157.0 2746 0.15 TNO.dat
256.432 0.86 17.17 68.38600000000001 331.63300000000004 109.369 8.26 426.84 classical o 0 53157.0 2747 0.15 TNO.dat
46.215 0.122 4.69 328.096 2.9419999999999997 168.91099999999997 8.12 51.79 classical m s 53157.0 2748 0.15 TNO.dat
39.482 0.212 36.015 351.954 84.948 337.28 8.42 32.12 resonant 3 2 53157.0 2749 0.15 TNO.dat
43.422 0.076 0.674 63.868 349.08 223.96599999999998 8.48 45.91 classical m s 53157.0 2750 0.15 TNO.dat
55.312 0.317 20.879 82.60600000000001 40.562 31.622 8.43 42.77 resonant 5 2 53157.0 2751 0.15 TNO.dat
45.45399999999999 0.115 11.052 314.408 29.322 357.44 8.43 40.25 classical m h 53157.0 2752 0.15 TNO.dat
154.247 0.7609999999999999 15.055 175.976 6.641 200.235 7.82 269.33 classical o 0 53157.0 2753 0.15 TNO.dat
88.48 0.58 12.219000000000001 288.401 175.37900000000002 215.173 7.21 135.92 resonant 5 1 53157.0 2754 0.15 TNO.dat
223.146 0.836 18.918 176.324 48.729 325.71299999999997 8.01 196.17 classical o 0 53157.0 2755 0.15 TNO.dat
74.607 0.478 8.985 194.102 177.31400000000002 197.575 8.49 109.47 classical o 0 53157.0 2756 0.15 TNO.dat
43.979 0.114 1.9680000000000002 221.015 353.305 350.069 8.5 39.06 classical m h 53157.0 2757 0.15 TNO.dat
58.431000000000004 0.368 23.046999999999997 292.409 153.648 319.444 8.11 47.21 classical o 0 53157.0 2758 0.15 TNO.dat
39.263000000000005 0.174 28.035 87.57799999999999 274.408 359.417 8.03 32.42 resonant 3 2 53157.0 2759 0.15 TNO.dat
43.836000000000006 0.066 1.242 152.278 233.88099999999997 34.708 8.37 41.51 classical m s 53157.0 2760 0.15 TNO.dat
59.341 0.327 35.189 254.55700000000002 308.809 227.054 8.46 75.05 classical o 0 53157.0 2761 0.15 TNO.dat
75.89699999999999 0.46799999999999997 9.187999999999999 208.675 103.80799999999999 234.15400000000002 7.8 103.95 classical o 0 53157.0 2762 0.15 TNO.dat
60.43600000000001 0.354 7.706 69.779 298.399 65.234 8.22 58.74 classical o 0 53157.0 2763 0.15 TNO.dat
43.638999999999996 0.133 5.39 42.783 233.542 267.048 7.52 44.7 resonant 7 4 53157.0 2764 0.15 TNO.dat
47.631 0.209 12.847000000000001 212.238 30.612 264.289 7.59 50.57 resonant 2 1 53157.0 2765 0.15 TNO.dat
60.843 0.345 7.059 139.52700000000002 95.13799999999999 227.46 8.34 77.86 classical o 0 53157.0 2766 0.15 TNO.dat
88.381 0.644 7.619 236.155 228.13299999999998 350.994 8.1 36.42 resonant 5 1 53157.0 2767 0.15 TNO.dat
44.333 0.047 3.324 13.350999999999999 266.683 325.298 8.07 42.66 classical m k 53157.0 2768 0.15 TNO.dat
39.464 0.177 23.686 169.395 325.14 287.725 8.3 38.53 resonant 3 2 53157.0 2769 0.15 TNO.dat
39.257 0.228 11.270999999999999 99.243 288.039 19.584 8.33 31.16 resonant 3 2 53157.0 2770 0.15 TNO.dat
101.37899999999999 0.629 8.146 272.687 22.934 279.343 7.12 126.98 classical o 0 53157.0 2771 0.15 TNO.dat
42.648999999999994 0.013000000000000001 2.116 32.996 214.62 126.286 8.5 42.98 classical m s 53157.0 2772 0.15 TNO.dat
68.097 0.431 16.093 290.793 238.321 128.77 8.47 91.67 classical o 0 53157.0 2773 0.15 TNO.dat
40.768 0.038 31.971999999999998 170.313 79.579 135.757 8.33 41.9 classical m h 53157.0 2774 0.15 TNO.dat
43.86600000000001 0.068 3.16 195.18400000000003 291.097 245.132 8.02 45.28 classical m k 53157.0 2775 0.15 TNO.dat
134.877 0.7240000000000001 21.375 41.92100000000001 166.62900000000002 270.874 7.51 188.94 classical o 0 53157.0 2776 0.15 TNO.dat
39.499 0.16699999999999998 23.195 179.49099999999999 294.83 278.48900000000003 8.14 39.62 resonant 3 2 53157.0 2777 0.15 TNO.dat
53.148 0.314 33.166 38.398 135.595 238.40400000000002 7.82 64.81 resonant 7 3 53157.0 2778 0.15 TNO.dat
55.50899999999999 0.24600000000000002 18.781 171.18400000000003 236.032 73.694 8.16 54.98 resonant 5 2 53157.0 2779 0.15 TNO.dat
88.47399999999999 0.6 9.212 30.229 347.55800000000005 256.164 7.49 122.7 resonant 5 1 53157.0 2780 0.15 TNO.dat
91.40700000000001 0.5660000000000001 10.655 116.569 52.071999999999996 111.61399999999999 7.97 127.77 classical o 0 53157.0 2781 0.15 TNO.dat
93.561 0.603 13.242 197.563 318.236 36.952 8.34 73.59 classical o 0 53157.0 2782 0.15 TNO.dat
40.341 0.073 11.126 329.778 345.579 19.89 8.26 37.61 classical m h 53157.0 2783 0.15 TNO.dat
45.71 0.128 0.956 189.44 184.62900000000002 19.689 7.9 40.31 classical m s 53157.0 2784 0.15 TNO.dat
46.42 0.171 27.79 117.243 34.348 305.619 8.1 42.84 classical m h 53157.0 2785 0.15 TNO.dat
47.778999999999996 0.34700000000000003 4.032 284.95 233.977 131.438 8.46 61.07 resonant 2 1 53157.0 2786 0.15 TNO.dat
44.185 0.062 6.87 84.40899999999999 34.854 311.962 8.36 42.45 classical m k 53157.0 2787 0.15 TNO.dat
43.715 0.098 2.855 179.706 26.546 27.415 8.46 40.03 resonant 7 4 53157.0 2788 0.15 TNO.dat
63.733000000000004 0.435 20.407 173.84599999999998 339.26 180.949 6.48 91.46 classical o 0 53157.0 2789 0.15 TNO.dat
71.785 0.489 6.796 214.25900000000001 143.336 118.234 6.97 97.59 classical o 0 53157.0 2790 0.15 TNO.dat
55.531000000000006 0.42 13.42 173.329 132.1 38.709 8.0 43.67 resonant 5 2 53157.0 2791 0.15 TNO.dat
46.65 0.16399999999999998 15.807 354.195 310.376 158.94 6.66 53.92 classical m h 53157.0 2792 0.15 TNO.dat
41.69 0.136 20.604 162.697 1.8259999999999998 52.078 7.96 38.76 classical m h 53157.0 2793 0.15 TNO.dat
55.531000000000006 0.493 13.735999999999999 341.025 2.7430000000000003 91.709 8.28 67.93 resonant 5 2 53157.0 2794 0.15 TNO.dat
40.146 0.003 17.512 321.356 89.85600000000001 341.726 8.17 40.04 classical m h 53157.0 2795 0.15 TNO.dat
39.282 0.153 20.067 74.646 206.65900000000002 178.355 8.2 45.31 resonant 3 2 53157.0 2796 0.15 TNO.dat
428.224 0.909 25.735 108.321 18.506 202.622 8.49 809.0 classical o 0 53157.0 2797 0.15 TNO.dat
42.735 0.09699999999999999 7.086 96.413 279.801 5.439 8.21 38.6 classical m h 53157.0 2798 0.15 TNO.dat
43.871 0.076 1.881 187.963 345.041 321.91900000000004 8.18 41.35 classical m k 53157.0 2799 0.15 TNO.dat
89.38 0.564 32.946 135.707 308.374 337.051 8.2 54.56 classical o 0 53157.0 2800 0.15 TNO.dat
45.516999999999996 0.026000000000000002 2.764 338.19 295.873 68.378 8.37 45.11 classical m s 53157.0 2801 0.15 TNO.dat
284.264 0.867 20.383 331.598 20.6 319.596 8.47 284.55 classical o 0 53157.0 2802 0.15 TNO.dat
42.708999999999996 0.03 6.872999999999999 107.236 42.898999999999994 52.613 7.95 41.95 classical m s 53157.0 2803 0.15 TNO.dat
64.332 0.361 35.022 229.06 55.833 319.37 8.31 52.09 classical o 0 53157.0 2804 0.15 TNO.dat
57.633 0.311 7.127000000000001 82.837 332.061 297.41200000000003 8.09 54.56 classical o 0 53157.0 2805 0.15 TNO.dat
67.943 0.469 24.208000000000002 0.7070000000000001 17.669 45.681999999999995 7.51 57.62 classical o 0 53157.0 2806 0.15 TNO.dat
47.849 0.22399999999999998 1.9569999999999999 68.756 50.45 299.531 8.21 44.67 resonant 2 1 53157.0 2807 0.15 TNO.dat
408.38 0.9079999999999999 18.687 107.979 270.539 320.065 8.48 421.07 classical o 0 53157.0 2808 0.15 TNO.dat
40.986000000000004 0.122 37.296 105.085 234.09400000000002 8.704 8.48 36.04 classical m h 53157.0 2809 0.15 TNO.dat
44.68600000000001 0.023 5.734 54.13 15.255 169.989 8.26 45.68 classical m s 53157.0 2810 0.15 TNO.dat
53.45 0.266 29.796 254.885 290.407 183.77900000000002 7.6 67.63 classical o 0 53157.0 2811 0.15 TNO.dat
45.652 0.149 14.095999999999998 10.062000000000001 142.119 236.753 8.17 50.02 classical m h 53157.0 2812 0.15 TNO.dat
42.632 0.045 8.389 72.846 65.082 145.964 8.44 44.24 classical m s 53157.0 2813 0.15 TNO.dat
44.821999999999996 0.131 7.875 132.342 82.821 202.112 8.36 50.33 classical m h 53157.0 2814 0.15 TNO.dat
45.244 0.038 0.764 123.78299999999999 273.41 264.257 7.94 45.48 classical m s 53157.0 2815 0.15 TNO.dat
63.865 0.401 31.044 248.115 339.345 293.83299999999997 8.07 63.48 classical o 0 53157.0 2816 0.15 TNO.dat
128.79399999999998 0.71 33.88 123.67 79.555 64.87899999999999 8.24 151.4 classical o 0 53157.0 2817 0.15 TNO.dat
43.71 0.113 10.469000000000001 140.679 49.614 35.091 7.72 39.88 resonant 7 4 53157.0 2818 0.15 TNO.dat
122.08200000000001 0.685 32.771 285.60200000000003 185.921 120.354 8.13 189.42 classical o 0 53157.0 2819 0.15 TNO.dat
40.101 0.039 28.726 264.268 203.017 354.23800000000006 7.88 38.55 classical m h 53157.0 2820 0.15 TNO.dat
42.485 0.078 15.72 70.378 284.81 213.162 8.25 45.33 classical m h 53157.0 2821 0.15 TNO.dat
45.967 0.134 6.532 73.82300000000001 73.719 345.084 7.93 40.08 classical m s 53157.0 2822 0.15 TNO.dat
45.461000000000006 0.083 4.448 248.826 122.294 231.385 8.15 47.99 classical m s 53157.0 2823 0.15 TNO.dat
74.02600000000001 0.48 17.45 293.218 243.122 21.324 8.31 46.19 classical o 0 53157.0 2824 0.15 TNO.dat
43.693000000000005 0.06 5.692 99.49 329.402 90.079 7.57 43.85 classical m s 53157.0 2825 0.15 TNO.dat
80.585 0.527 13.405999999999999 22.318 346.798 237.612 8.01 113.7 classical o 0 53157.0 2826 0.15 TNO.dat
51.083999999999996 0.278 15.8 24.99 86.03200000000001 227.238 6.74 62.35 classical o 0 53157.0 2827 0.15 TNO.dat
62.29600000000001 0.32799999999999996 6.372999999999999 145.85299999999998 234.59099999999998 208.94799999999998 8.39 81.27 resonant 3 1 53157.0 2828 0.15 TNO.dat
42.315 0.054000000000000006 16.465999999999998 258.073 239.915 195.667 6.83 44.53 classical m h 53157.0 2829 0.15 TNO.dat
39.628 0.201 20.583000000000002 337.95300000000003 95.12100000000001 193.047 8.09 47.45 resonant 3 2 53157.0 2830 0.15 TNO.dat
42.937 0.066 8.283 134.61700000000002 314.995 321.233 8.01 40.8 classical m h 53157.0 2831 0.15 TNO.dat
78.91 0.539 21.807 252.15099999999998 117.819 77.682 7.72 91.48 classical o 0 53157.0 2832 0.15 TNO.dat
46.692 0.147 32.765 102.584 15.610999999999999 9.679 8.49 39.94 classical m h 53157.0 2833 0.15 TNO.dat
41.793 0.145 29.921 244.488 65.111 201.05 8.01 47.54 classical m h 53157.0 2834 0.15 TNO.dat
55.333999999999996 0.503 10.709000000000001 60.188 315.515 303.285 8.34 53.12 resonant 5 2 53157.0 2835 0.15 TNO.dat
43.966 0.05 3.4560000000000004 126.16 230.4 64.403 8.14 43.11 classical m k 53157.0 2836 0.15 TNO.dat
43.812 0.032 5.502999999999999 244.148 124.495 220.984 8.23 44.88 classical m s 53157.0 2837 0.15 TNO.dat
45.788000000000004 0.102 4.306 323.643 51.058 348.66900000000004 8.27 41.21 classical m s 53157.0 2838 0.15 TNO.dat
61.825 0.384 11.036 24.14 74.165 47.253 8.47 52.78 classical o 0 53157.0 2839 0.15 TNO.dat
44.011 0.071 2.68 38.91 53.398 187.949 8.39 47.11 classical m k 53157.0 2840 0.15 TNO.dat
56.94 0.35700000000000004 55.555 59.766999999999996 326.223 66.933 8.36 56.0 classical o 0 53157.0 2841 0.15 TNO.dat
58.657 0.316 33.604 279.385 312.411 15.530999999999999 8.19 41.53 classical o 0 53157.0 2842 0.15 TNO.dat
44.305 0.012 3.174 339.721 90.22 227.64700000000002 8.15 44.68 classical m s 53157.0 2843 0.15 TNO.dat
39.633 0.192 18.142 309.357 184.645 78.808 8.31 39.61 resonant 3 2 53157.0 2844 0.15 TNO.dat
67.358 0.446 20.927 181.364 294.111 234.75900000000001 8.1 90.81 classical o 0 53157.0 2845 0.15 TNO.dat
37.497 0.013000000000000001 23.092 268.436 157.903 104.615 8.23 37.63 classical i 0 53157.0 2846 0.15 TNO.dat
53.199 0.322 12.331 289.723 85.454 230.123 7.66 66.57 classical o 0 53157.0 2847 0.15 TNO.dat
78.734 0.546 12.985999999999999 223.167 285.16900000000004 294.553 8.24 83.63 classical o 0 53157.0 2848 0.15 TNO.dat
44.667 0.09699999999999999 6.489 63.247 173.399 208.06900000000002 8.38 48.58 classical m s 53157.0 2849 0.15 TNO.dat
39.339 0.29600000000000004 2.6039999999999996 288.55400000000003 290.51599999999996 20.819000000000003 8.34 29.17 resonant 3 2 53157.0 2850 0.15 TNO.dat
39.407 0.244 11.819 197.808 313.355 178.625 8.04 49.02 resonant 3 2 53157.0 2851 0.15 TNO.dat
107.345 0.67 23.344 165.544 83.20700000000001 128.00799999999998 8.24 168.52 classical o 0 53157.0 2852 0.15 TNO.dat
44.678000000000004 0.024 5.192 123.36399999999999 13.875 178.493 7.92 45.75 classical m s 53157.0 2853 0.15 TNO.dat
42.44 0.105 10.640999999999998 80.515 296.972 343.77 7.99 38.21 resonant 5 3 53157.0 2854 0.15 TNO.dat
46.547 0.075 1.9580000000000002 331.616 59.93600000000001 148.35299999999998 8.26 49.6 classical m s 53157.0 2855 0.15 TNO.dat
53.677 0.29 19.113 272.672 156.736 336.88699999999994 8.45 40.46 classical o 0 53157.0 2856 0.15 TNO.dat
63.516000000000005 0.423 16.435 71.6 30.59 268.91900000000004 6.63 74.15 classical o 0 53157.0 2857 0.15 TNO.dat
45.04 0.122 21.546999999999997 36.513000000000005 241.891 317.514 8.49 41.34 classical m h 53157.0 2858 0.15 TNO.dat
47.635 0.345 3.866 25.7 142.808 302.221 8.4 43.95 resonant 2 1 53157.0 2859 0.15 TNO.dat
55.214 0.32 8.873 274.98900000000003 310.66700000000003 294.244 7.91 53.37 resonant 5 2 53157.0 2860 0.15 TNO.dat
44.027 0.048 2.7289999999999996 81.12 202.282 351.199 8.0 41.93 classical m k 53157.0 2861 0.15 TNO.dat
57.614 0.358 8.839 131.744 249.75400000000002 36.999 7.74 45.34 classical o 0 53157.0 2862 0.15 TNO.dat
542.345 0.966 2.4419999999999997 92.12700000000001 166.115 292.335 8.07 780.2 scattering 0 0 53157.0 2863 0.15 TNO.dat
42.61600000000001 0.037000000000000005 1.923 179.11599999999999 245.96400000000003 87.68799999999999 7.29 42.61 classical m s 53157.0 2864 0.15 TNO.dat
42.365 0.152 11.97 202.17700000000002 197.486 87.118 8.35 43.01 classical m h 53157.0 2865 0.15 TNO.dat
49.847 0.235 49.891000000000005 160.592 308.87 332.086 8.36 40.34 classical o 0 53157.0 2866 0.15 TNO.dat
95.67299999999999 0.586 26.904 212.649 129.112 214.59599999999998 8.35 147.69 classical o 0 53157.0 2867 0.15 TNO.dat
49.326 0.252 12.729000000000001 113.275 132.562 350.111 7.82 37.22 classical o 0 53157.0 2868 0.15 TNO.dat
115.096 0.6859999999999999 17.527 211.382 22.763 45.29 8.27 107.41 classical o 0 53157.0 2869 0.15 TNO.dat
40.493 0.111 28.090999999999998 37.936 185.327 78.759 8.18 40.11 classical m h 53157.0 2870 0.15 TNO.dat
43.645 0.032 0.611 234.2 167.982 342.471 7.6 42.34 classical m s 53157.0 2871 0.15 TNO.dat
52.881 0.32799999999999996 19.292 151.995 333.69599999999997 105.45299999999999 7.88 61.94 resonant 7 3 53157.0 2872 0.15 TNO.dat
81.641 0.546 8.714 3.509 14.052 80.655 8.35 96.92 classical o 0 53157.0 2873 0.15 TNO.dat
43.016999999999996 0.028999999999999998 2.728 354.504 333.702 303.18 8.44 42.36 classical m s 53157.0 2874 0.15 TNO.dat
44.016000000000005 0.11 26.085 338.536 38.733000000000004 336.579 8.31 39.69 classical m h 53157.0 2875 0.15 TNO.dat
81.288 0.532 21.704 263.652 75.602 49.078 6.87 73.05 classical o 0 53157.0 2876 0.15 TNO.dat
57.108000000000004 0.377 12.988 8.658999999999999 346.642 141.599 6.68 76.06 classical o 0 53157.0 2877 0.15 TNO.dat
78.471 0.532 18.2 183.93200000000002 229.017 143.884 8.35 116.67 classical o 0 53157.0 2878 0.15 TNO.dat
195.40400000000002 0.8190000000000001 19.924 316.363 335.37 199.06 8.23 352.69 classical o 0 53157.0 2879 0.15 TNO.dat
45.347 0.214 13.523 115.94 96.514 110.848 8.21 50.4 classical m h 53157.0 2880 0.15 TNO.dat
131.501 0.731 17.067999999999998 232.35 207.618 129.19899999999998 8.21 214.8 classical o 0 53157.0 2881 0.15 TNO.dat
55.596000000000004 0.368 19.538 86.04899999999999 109.399 245.895 8.49 68.79 resonant 5 2 53157.0 2882 0.15 TNO.dat
85.421 0.541 23.386 197.149 215.043 177.67700000000002 7.88 131.66 classical o 0 53157.0 2883 0.15 TNO.dat
45.833999999999996 0.095 1.217 145.52 27.701 319.384 8.09 42.71 classical m s 53157.0 2884 0.15 TNO.dat
116.215 0.6759999999999999 24.054000000000002 300.278 247.59099999999998 325.033 8.08 91.62 classical o 0 53157.0 2885 0.15 TNO.dat
39.32 0.196 16.97 355.784 87.977 220.39 7.7 45.7 resonant 3 2 53157.0 2886 0.15 TNO.dat
55.485 0.149 12.602 115.694 32.227 27.705 8.47 48.51 resonant 5 2 53157.0 2887 0.15 TNO.dat
40.959 0.124 21.199 337.466 129.38299999999998 12.591 6.94 36.02 classical m h 53157.0 2888 0.15 TNO.dat
87.03399999999999 0.5660000000000001 6.792000000000001 188.887 186.313 112.03399999999999 8.47 121.81 classical o 0 53157.0 2889 0.15 TNO.dat
43.361000000000004 0.027000000000000003 1.521 109.66 337.23199999999997 32.94 8.23 42.39 classical m s 53157.0 2890 0.15 TNO.dat
41.423 0.14 14.789000000000001 254.56400000000002 126.62899999999999 235.84599999999998 8.19 45.17 classical m h 53157.0 2891 0.15 TNO.dat
46.236999999999995 0.205 12.251 207.18400000000003 243.225 349.441 7.72 36.99 classical m h 53157.0 2892 0.15 TNO.dat
42.43600000000001 0.037000000000000005 2.029 238.045 9.488 210.852 7.41 43.81 classical m h 53157.0 2893 0.15 TNO.dat
46.298 0.201 16.416 282.295 113.331 156.416 8.33 55.06 classical m h 53157.0 2894 0.15 TNO.dat
45.34 0.11699999999999999 1.409 91.64200000000001 26.482 226.218 8.34 49.28 classical m s 53157.0 2895 0.15 TNO.dat
39.611 0.154 31.611 176.75799999999998 191.86900000000003 58.562 8.07 37.19 resonant 3 2 53157.0 2896 0.15 TNO.dat
44.111999999999995 0.08 1.7630000000000001 359.407 172.396 35.246 8.12 41.34 classical m k 53157.0 2897 0.15 TNO.dat
182.62 0.779 11.245999999999999 170.218 331.73199999999997 90.85799999999999 7.62 267.65 classical o 0 53157.0 2898 0.15 TNO.dat
44.331 0.163 26.424 319.589 159.778 74.062 8.4 43.49 classical m h 53157.0 2899 0.15 TNO.dat
94.44 0.605 17.817999999999998 91.137 145.774 209.81799999999998 7.02 148.56 classical o 0 53157.0 2900 0.15 TNO.dat
113.464 0.648 33.514 55.961999999999996 244.37099999999998 292.903 8.19 130.31 classical o 0 53157.0 2901 0.15 TNO.dat
182.429 0.805 24.994 193.445 124.116 244.607 7.0 299.82 classical o 0 53157.0 2902 0.15 TNO.dat
42.93 0.065 1.6669999999999998 227.09400000000002 9.149 45.32899999999999 8.49 41.06 classical m s 53157.0 2903 0.15 TNO.dat
46.047 0.018000000000000002 2.556 84.89399999999999 282.388 203.24900000000002 8.18 46.8 classical m s 53157.0 2904 0.15 TNO.dat
44.167 0.061 6.624 172.25799999999998 319.51 25.962 8.36 41.78 classical m k 53157.0 2905 0.15 TNO.dat
60.205 0.36200000000000004 10.302 222.125 275.259 129.991 7.33 77.52 classical o 0 53157.0 2906 0.15 TNO.dat
62.236000000000004 0.259 2.197 241.088 282.796 303.41700000000003 8.34 56.88 resonant 3 1 53157.0 2907 0.15 TNO.dat
43.891999999999996 0.052000000000000005 3.299 115.197 70.398 205.99599999999998 8.36 45.97 classical m k 53157.0 2908 0.15 TNO.dat
39.452 0.11900000000000001 10.997 349.98400000000004 359.477 38.799 8.27 36.05 resonant 3 2 53157.0 2909 0.15 TNO.dat
44.217 0.087 4.073 166.294 20.936999999999998 105.934 8.38 45.57 classical m s 53157.0 2910 0.15 TNO.dat
42.372 0.079 16.197 263.243 139.545 250.111 7.99 43.74 resonant 5 3 53157.0 2911 0.15 TNO.dat
347.375 0.889 21.889 184.555 308.553 350.47 8.34 134.54 classical o 0 53157.0 2912 0.15 TNO.dat
185.481 0.797 24.213 259.035 260.082 220.938 8.38 321.5 classical o 0 53157.0 2913 0.15 TNO.dat
44.351000000000006 0.049 2.099 105.17200000000001 108.072 63.997 8.47 43.49 classical m s 53157.0 2914 0.15 TNO.dat
49.135 0.228 18.154 8.535 71.663 189.044 8.26 60.25 classical o 0 53157.0 2915 0.15 TNO.dat
37.085 0.032 25.051 296.839 176.899 21.719 7.61 36.01 classical i 0 53157.0 2916 0.15 TNO.dat
162.969 0.764 30.78 214.63 75.616 177.498 8.38 287.37 classical o 0 53157.0 2917 0.15 TNO.dat
43.803999999999995 0.122 5.324 83.14399999999999 107.95100000000001 301.915 7.22 41.49 classical m h 53157.0 2918 0.15 TNO.dat
43.233000000000004 0.057 1.777 160.564 338.349 334.99800000000005 8.45 41.01 classical m s 53157.0 2919 0.15 TNO.dat
44.02 0.032 4.17 25.811 203.007 310.99 8.02 43.14 classical m s 53157.0 2920 0.15 TNO.dat
298.539 0.875 18.736 352.29699999999997 275.15 319.139 7.56 303.03 classical o 0 53157.0 2921 0.15 TNO.dat
43.976000000000006 0.16699999999999998 22.179000000000002 242.358 296.345 166.517 8.3 51.16 classical m h 53157.0 2922 0.15 TNO.dat
39.319 0.153 35.941 66.758 40.792 182.05900000000003 8.01 45.35 resonant 3 2 53157.0 2923 0.15 TNO.dat
44.42 0.013000000000000001 6.11 78.712 107.51299999999999 350.151 8.32 43.85 classical m s 53157.0 2924 0.15 TNO.dat
45.566 0.121 1.655 149.115 224.842 145.641 7.97 50.3 classical m s 53157.0 2925 0.15 TNO.dat
52.858000000000004 0.245 16.454 3.5980000000000003 144.44899999999998 203.90200000000002 7.94 65.09 resonant 7 3 53157.0 2926 0.15 TNO.dat
45.02 0.078 2.2319999999999998 316.19599999999997 233.331 107.551 8.33 46.31 classical m s 53157.0 2927 0.15 TNO.dat
43.27 0.129 12.727 217.99400000000003 271.306 341.95 8.42 38.05 classical m h 53157.0 2928 0.15 TNO.dat
42.713 0.015 3.5210000000000004 142.822 292.231 207.17 8.44 43.29 classical m s 53157.0 2929 0.15 TNO.dat
46.245 0.039 3.676 108.43 310.041 5.091 8.38 44.44 classical m s 53157.0 2930 0.15 TNO.dat
43.74 0.081 4.712 147.27200000000002 154.437 234.09900000000002 8.45 46.0 classical m s 53157.0 2931 0.15 TNO.dat
150.304 0.758 31.612 165.778 14.017999999999999 101.667 8.0 228.43 classical o 0 53157.0 2932 0.15 TNO.dat
43.102 0.059000000000000004 5.1610000000000005 132.191 82.00399999999999 261.612 8.46 43.62 classical m s 53157.0 2933 0.15 TNO.dat
50.566 0.217 38.684 252.263 32.076 44.083 8.34 44.14 classical o 0 53157.0 2934 0.15 TNO.dat
42.257 0.151 0.688 96.96799999999999 334.15 177.93 8.25 48.64 resonant 5 3 53157.0 2935 0.15 TNO.dat
43.481 0.08199999999999999 3.333 113.57799999999999 56.131 199.75099999999998 8.32 46.86 classical m s 53157.0 2936 0.15 TNO.dat
107.178 0.637 15.097999999999999 62.626999999999995 16.976 181.92700000000002 8.05 175.49 classical o 0 53157.0 2937 0.15 TNO.dat
88.538 0.46299999999999997 17.674 157.077 15.783 3.85 8.34 47.85 resonant 5 1 53157.0 2938 0.15 TNO.dat
40.108000000000004 0.057 17.512 285.921 320.277 187.202 7.44 42.36 classical m h 53157.0 2939 0.15 TNO.dat
38.023 0.009000000000000001 23.261999999999997 69.835 217.827 126.666 8.2 38.22 classical i 0 53157.0 2940 0.15 TNO.dat
46.619 0.015 2.513 236.14700000000002 103.74600000000001 280.752 8.22 46.5 classical m s 53157.0 2941 0.15 TNO.dat
36.505 0.092 8.594 152.251 190.854 297.1 7.91 35.24 resonant 4 3 53157.0 2942 0.15 TNO.dat
83.569 0.55 25.399 135.994 295.933 64.783 8.18 88.45 classical o 0 53157.0 2943 0.15 TNO.dat
43.755 0.226 12.401 163.485 151.211 34.981 7.0 36.63 resonant 7 4 53157.0 2944 0.15 TNO.dat
44.333 0.038 2.807 94.54899999999999 64.26100000000001 351.656 8.41 42.67 classical m k 53157.0 2945 0.15 TNO.dat
49.739 0.242 24.096 54.533 119.098 168.757 8.01 61.65 classical o 0 53157.0 2946 0.15 TNO.dat
